WHOREGION,COUNTRY_CODE,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,SPEC_PROCESSED_NB,INF_A,INF_B,INF_ALL,RSV
AFR,AGO,2023-05-29,2023,22,3.0,3.0,0.0,3.0,
AFR,AGO,2023-06-26,2023,26,6.0,2.0,0.0,2.0,
AFR,AGO,2023-07-03,2023,27,47.0,4.0,0.0,4.0,
AFR,AGO,2023-07-10,2023,28,23.0,,0.0,,
AFR,AGO,2023-07-17,2023,29,2.0,,0.0,,
AFR,AGO,2023-07-24,2023,30,2.0,,0.0,,
AFR,AGO,2023-08-07,2023,32,1.0,,1.0,1.0,
AFR,AGO,2023-08-21,2023,34,1.0,,0.0,,
AFR,AGO,2023-09-18,2023,38,1.0,,0.0,,
AFR,AGO,2023-09-25,2023,39,0.0,,0.0,,
AFR,AGO,2023-10-02,2023,40,0.0,,0.0,,
AFR,AGO,2023-10-09,2023,41,16.0,,0.0,,
AFR,AGO,2024-05-20,2024,21,42.0,,0.0,,
AFR,AGO,2024-05-27,2024,22,14.0,,0.0,,
AFR,AGO,2024-06-03,2024,23,2.0,,0.0,,
AFR,AGO,2024-06-10,2024,24,4.0,,0.0,,
AFR,AGO,2024-06-17,2024,25,8.0,,0.0,,
AFR,AGO,2024-06-24,2024,26,6.0,,0.0,,
AFR,AGO,2024-07-01,2024,27,1.0,,0.0,,
AFR,AGO,2024-07-08,2024,28,2.0,,0.0,,
AFR,AGO,2024-07-15,2024,29,1.0,,0.0,,
AFR,AGO,2024-08-12,2024,33,1.0,,0.0,,
AFR,AGO,2024-09-09,2024,37,6.0,1.0,0.0,1.0,
AFR,AGO,2024-09-30,2024,40,1.0,,0.0,,
AFR,AGO,2024-10-07,2024,41,2.0,,0.0,,
AFR,AGO,2024-10-21,2024,43,1.0,,0.0,,
AFR,AGO,2024-10-28,2024,44,4.0,2.0,0.0,2.0,
AFR,AGO,2024-11-04,2024,45,1.0,,0.0,,
AFR,AGO,2024-11-18,2024,47,34.0,1.0,0.0,1.0,
AFR,AGO,2025-01-06,2025,2,31.0,7.0,0.0,7.0,
AFR,AGO,2025-09-15,2025,38,3.0,,0.0,,
AFR,AGO,2025-09-22,2025,39,13.0,,0.0,,
AFR,AGO,2026-01-05,2026,2,14.0,,0.0,,
AFR,AGO,2026-01-12,2026,3,0.0,,0.0,,
AFR,AGO,2026-01-19,2026,4,0.0,,0.0,,
AFR,AGO,2026-01-26,2026,5,0.0,,0.0,,
AFR,AGO,2026-02-02,2026,6,0.0,,0.0,,
AFR,AGO,2026-02-09,2026,7,0.0,,0.0,,
AFR,AGO,2026-03-23,2026,13,6.0,,0.0,,
AFR,AGO,2026-03-30,2026,14,6.0,,0.0,,
AFR,AGO,2026-05-11,2026,20,8.0,,0.0,,
AFR,BFA,2015-01-05,2015,2,7.0,0.0,0.0,,
AFR,BFA,2015-01-12,2015,3,13.0,1.0,2.0,3.0,
AFR,BFA,2015-01-19,2015,4,9.0,0.0,0.0,,
AFR,BFA,2016-01-04,2016,1,5.0,0.0,,,
AFR,BFA,2016-01-11,2016,2,4.0,0.0,,,
AFR,BFA,2016-01-18,2016,3,8.0,0.0,,,
AFR,BFA,2016-01-25,2016,4,10.0,0.0,,,
AFR,BFA,2016-02-01,2016,5,7.0,0.0,,,
AFR,BFA,2016-02-08,2016,6,15.0,0.0,,,
AFR,BFA,2016-02-15,2016,7,20.0,0.0,,,
AFR,BFA,2016-02-22,2016,8,16.0,0.0,,,
AFR,BFA,2016-02-29,2016,9,5.0,0.0,,,
AFR,BFA,2016-03-07,2016,10,9.0,0.0,,,
AFR,BFA,2016-03-14,2016,11,7.0,0.0,,,
AFR,BFA,2016-03-21,2016,12,10.0,0.0,,,
AFR,BFA,2016-03-28,2016,13,6.0,1.0,,1.0,
AFR,BFA,2016-04-04,2016,14,9.0,0.0,,,
AFR,BFA,2016-04-11,2016,15,15.0,0.0,,,
AFR,BFA,2016-04-18,2016,16,7.0,0.0,,,
AFR,BFA,2016-04-25,2016,17,13.0,1.0,,1.0,
AFR,BFA,2016-05-02,2016,18,8.0,0.0,,,
AFR,BFA,2016-05-09,2016,19,21.0,0.0,,,
AFR,BFA,2016-05-16,2016,20,27.0,0.0,,,
AFR,BFA,2016-05-23,2016,21,21.0,0.0,,,
AFR,BFA,2016-05-30,2016,22,16.0,0.0,,,
AFR,BFA,2016-06-06,2016,23,15.0,0.0,,,
AFR,BFA,2016-06-13,2016,24,6.0,0.0,,,
AFR,BFA,2016-06-20,2016,25,6.0,3.0,,3.0,
AFR,BFA,2016-06-27,2016,26,12.0,0.0,,,
AFR,BFA,2016-07-04,2016,27,13.0,6.0,,6.0,
AFR,BFA,2016-07-11,2016,28,8.0,0.0,,,
AFR,BFA,2016-07-18,2016,29,5.0,0.0,,,
AFR,BFA,2016-07-25,2016,30,5.0,0.0,,,
AFR,BFA,2016-08-01,2016,31,12.0,6.0,,6.0,
AFR,BFA,2016-08-08,2016,32,12.0,3.0,,3.0,
AFR,BFA,2016-08-15,2016,33,15.0,0.0,,,
AFR,BFA,2016-08-22,2016,34,9.0,1.0,,1.0,
AFR,BFA,2016-08-29,2016,35,8.0,4.0,,4.0,
AFR,BFA,2016-09-05,2016,36,14.0,5.0,,5.0,
AFR,BFA,2016-09-12,2016,37,17.0,2.0,,2.0,
AFR,BFA,2016-09-19,2016,38,14.0,4.0,,4.0,
AFR,BFA,2016-09-26,2016,39,13.0,1.0,,1.0,
AFR,BFA,2016-10-03,2016,40,15.0,2.0,,2.0,
AFR,BFA,2016-10-10,2016,41,11.0,9.0,,9.0,
AFR,BFA,2016-10-17,2016,42,18.0,4.0,,4.0,
AFR,BFA,2016-10-24,2016,43,11.0,0.0,,,
AFR,BFA,2016-10-31,2016,44,7.0,0.0,,,
AFR,BFA,2016-11-07,2016,45,7.0,0.0,,,
AFR,BFA,2016-11-14,2016,46,7.0,0.0,,,
AFR,BFA,2016-11-21,2016,47,10.0,0.0,,,
AFR,BFA,2016-11-28,2016,48,6.0,0.0,,,
AFR,BFA,2016-12-05,2016,49,6.0,0.0,,,
AFR,BFA,2016-12-12,2016,50,14.0,0.0,,,
AFR,BFA,2016-12-19,2016,51,8.0,0.0,,,
AFR,BFA,2016-12-26,2016,52,12.0,0.0,,,
AFR,BFA,2017-01-02,2017,1,12.0,0.0,3.0,3.0,
AFR,BFA,2017-01-09,2017,2,10.0,0.0,2.0,2.0,
AFR,BFA,2017-01-16,2017,3,10.0,0.0,3.0,3.0,
AFR,BFA,2017-01-23,2017,4,9.0,0.0,3.0,3.0,
AFR,BFA,2017-01-30,2017,5,9.0,0.0,0.0,,
AFR,BFA,2017-02-06,2017,6,11.0,2.0,1.0,3.0,
AFR,BFA,2017-02-13,2017,7,9.0,1.0,0.0,1.0,
AFR,BFA,2017-02-20,2017,8,6.0,2.0,0.0,2.0,
AFR,BFA,2017-02-27,2017,9,9.0,3.0,2.0,5.0,
AFR,BFA,2017-03-06,2017,10,6.0,1.0,0.0,1.0,
AFR,BFA,2017-03-13,2017,11,6.0,1.0,0.0,1.0,
AFR,BFA,2017-03-20,2017,12,5.0,3.0,0.0,3.0,
AFR,BFA,2017-03-27,2017,13,5.0,0.0,0.0,,
AFR,BFA,2017-04-03,2017,14,5.0,0.0,0.0,,
AFR,BFA,2017-04-10,2017,15,7.0,3.0,0.0,3.0,
AFR,BFA,2017-04-17,2017,16,8.0,0.0,0.0,,
AFR,BFA,2017-04-24,2017,17,6.0,0.0,0.0,,
AFR,BFA,2017-05-01,2017,18,5.0,0.0,0.0,,
AFR,BFA,2017-05-08,2017,19,9.0,2.0,0.0,2.0,
AFR,BFA,2017-05-15,2017,20,5.0,0.0,0.0,,
AFR,BFA,2017-05-22,2017,21,5.0,0.0,0.0,,
AFR,BFA,2017-05-29,2017,22,8.0,0.0,0.0,,
AFR,BFA,2017-06-05,2017,23,5.0,0.0,0.0,,
AFR,BFA,2017-06-12,2017,24,5.0,0.0,0.0,,
AFR,BFA,2017-06-19,2017,25,5.0,0.0,0.0,,
AFR,BFA,2017-06-26,2017,26,5.0,0.0,0.0,,
AFR,BFA,2017-07-03,2017,27,8.0,0.0,0.0,,
AFR,BFA,2017-07-10,2017,28,5.0,0.0,0.0,,
AFR,BFA,2017-07-17,2017,29,7.0,0.0,0.0,,
AFR,BFA,2017-07-24,2017,30,6.0,0.0,0.0,,
AFR,BFA,2017-07-31,2017,31,9.0,0.0,0.0,,
AFR,BFA,2017-08-07,2017,32,6.0,0.0,0.0,,
AFR,BFA,2017-08-14,2017,33,8.0,0.0,0.0,,
AFR,BFA,2017-08-21,2017,34,4.0,0.0,0.0,,
AFR,BFA,2017-08-28,2017,35,8.0,0.0,0.0,,
AFR,BFA,2017-09-04,2017,36,6.0,0.0,0.0,,
AFR,BFA,2017-09-11,2017,37,11.0,0.0,0.0,,
AFR,BFA,2017-09-18,2017,38,14.0,0.0,0.0,,
AFR,BFA,2017-09-25,2017,39,16.0,1.0,0.0,1.0,
AFR,BFA,2017-10-02,2017,40,11.0,0.0,0.0,,
AFR,BFA,2017-10-09,2017,41,19.0,0.0,0.0,,
AFR,BFA,2017-10-16,2017,42,16.0,0.0,0.0,,
AFR,BFA,2017-10-23,2017,43,13.0,0.0,0.0,,
AFR,BFA,2017-10-30,2017,44,12.0,1.0,0.0,1.0,
AFR,BFA,2017-11-06,2017,45,9.0,0.0,0.0,,
AFR,BFA,2017-11-13,2017,46,16.0,0.0,0.0,,
AFR,BFA,2017-11-20,2017,47,12.0,1.0,0.0,1.0,
AFR,BFA,2017-11-27,2017,48,18.0,1.0,0.0,1.0,
AFR,BFA,2017-12-04,2017,49,16.0,4.0,0.0,4.0,
AFR,BFA,2017-12-11,2017,50,20.0,6.0,0.0,6.0,
AFR,BFA,2017-12-18,2017,51,17.0,5.0,0.0,5.0,
AFR,BFA,2017-12-25,2017,52,18.0,4.0,0.0,4.0,
AFR,BFA,2018-01-01,2018,1,26.0,12.0,0.0,12.0,
AFR,BFA,2018-01-08,2018,2,32.0,16.0,0.0,16.0,
AFR,BFA,2018-01-15,2018,3,41.0,23.0,0.0,23.0,
AFR,BFA,2018-01-22,2018,4,31.0,17.0,1.0,18.0,
AFR,BFA,2018-01-29,2018,5,42.0,27.0,1.0,28.0,
AFR,BFA,2018-02-05,2018,6,35.0,15.0,0.0,15.0,
AFR,BFA,2018-02-12,2018,7,21.0,8.0,0.0,8.0,
AFR,BFA,2018-02-19,2018,8,22.0,2.0,0.0,2.0,
AFR,BFA,2018-02-26,2018,9,22.0,1.0,0.0,1.0,
AFR,BFA,2018-03-05,2018,10,38.0,0.0,0.0,,
AFR,BFA,2018-03-12,2018,11,29.0,1.0,3.0,4.0,
AFR,BFA,2018-03-19,2018,12,24.0,0.0,0.0,,
AFR,BFA,2018-03-26,2018,13,10.0,0.0,0.0,,
AFR,BFA,2018-04-02,2018,14,14.0,0.0,0.0,,
AFR,BFA,2018-04-09,2018,15,26.0,0.0,0.0,,
AFR,BFA,2018-04-16,2018,16,20.0,0.0,1.0,1.0,
AFR,BFA,2018-04-23,2018,17,21.0,0.0,0.0,,
AFR,BFA,2018-04-30,2018,18,9.0,0.0,0.0,,
AFR,BFA,2018-05-07,2018,19,13.0,0.0,0.0,,
AFR,BFA,2018-05-14,2018,20,6.0,0.0,0.0,,
AFR,BFA,2018-05-21,2018,21,9.0,0.0,0.0,,
AFR,BFA,2018-05-28,2018,22,10.0,0.0,0.0,,
AFR,BFA,2018-06-04,2018,23,16.0,0.0,0.0,,
AFR,BFA,2018-06-11,2018,24,7.0,0.0,0.0,,
AFR,BFA,2018-06-18,2018,25,13.0,0.0,0.0,,
AFR,BFA,2018-06-25,2018,26,6.0,0.0,1.0,1.0,
AFR,BFA,2018-07-02,2018,27,5.0,0.0,0.0,,
AFR,BFA,2018-07-09,2018,28,7.0,0.0,0.0,,
AFR,BFA,2018-07-16,2018,29,11.0,0.0,0.0,,
AFR,BFA,2018-07-23,2018,30,12.0,0.0,0.0,,
AFR,BFA,2018-07-30,2018,31,14.0,0.0,0.0,,
AFR,BFA,2018-08-06,2018,32,15.0,0.0,0.0,,
AFR,BFA,2018-08-13,2018,33,9.0,0.0,0.0,,
AFR,BFA,2018-08-20,2018,34,7.0,0.0,1.0,1.0,
AFR,BFA,2018-08-27,2018,35,7.0,0.0,1.0,1.0,
AFR,BFA,2018-09-03,2018,36,5.0,0.0,0.0,,
AFR,BFA,2018-09-10,2018,37,11.0,0.0,2.0,2.0,
AFR,BFA,2018-09-17,2018,38,9.0,0.0,1.0,1.0,
AFR,BFA,2018-09-24,2018,39,12.0,0.0,0.0,,
AFR,BFA,2018-10-01,2018,40,23.0,0.0,5.0,5.0,
AFR,BFA,2018-10-08,2018,41,30.0,0.0,6.0,6.0,
AFR,BFA,2018-10-15,2018,42,26.0,1.0,4.0,5.0,
AFR,BFA,2018-10-22,2018,43,51.0,0.0,6.0,6.0,
AFR,BFA,2018-10-29,2018,44,31.0,1.0,2.0,3.0,
AFR,BFA,2018-11-05,2018,45,45.0,4.0,6.0,10.0,
AFR,BFA,2018-11-12,2018,46,47.0,7.0,1.0,8.0,
AFR,BFA,2018-11-19,2018,47,45.0,8.0,1.0,9.0,
AFR,BFA,2018-11-26,2018,48,45.0,11.0,1.0,12.0,
AFR,BFA,2018-12-03,2018,49,40.0,13.0,1.0,14.0,
AFR,BFA,2018-12-10,2018,50,44.0,12.0,3.0,15.0,
AFR,BFA,2018-12-17,2018,51,32.0,6.0,0.0,6.0,
AFR,BFA,2018-12-24,2018,52,17.0,1.0,2.0,3.0,
AFR,BFA,2018-12-31,2019,1,3.0,2.0,0.0,2.0,
AFR,BFA,2019-01-07,2019,2,36.0,6.0,0.0,6.0,
AFR,BFA,2019-01-14,2019,3,38.0,3.0,6.0,9.0,
AFR,BFA,2019-01-21,2019,4,28.0,5.0,3.0,8.0,
AFR,BFA,2019-01-28,2019,5,19.0,3.0,3.0,6.0,
AFR,BFA,2019-02-04,2019,6,48.0,10.0,1.0,11.0,
AFR,BFA,2019-02-11,2019,7,64.0,10.0,1.0,11.0,
AFR,BFA,2019-02-18,2019,8,33.0,4.0,1.0,5.0,
AFR,BFA,2019-02-25,2019,9,26.0,5.0,0.0,5.0,
AFR,BFA,2019-03-04,2019,10,40.0,0.0,2.0,2.0,
AFR,BFA,2019-03-11,2019,11,45.0,4.0,0.0,4.0,
AFR,BFA,2019-03-18,2019,12,23.0,1.0,0.0,1.0,
AFR,BFA,2019-03-25,2019,13,21.0,1.0,0.0,1.0,
AFR,BFA,2019-04-01,2019,14,28.0,3.0,0.0,3.0,
AFR,BFA,2019-04-08,2019,15,29.0,1.0,0.0,1.0,
AFR,BFA,2019-04-15,2019,16,14.0,0.0,0.0,,
AFR,BFA,2019-04-22,2019,17,15.0,0.0,1.0,1.0,
AFR,BFA,2019-04-29,2019,18,23.0,0.0,0.0,,
AFR,BFA,2019-05-06,2019,19,18.0,0.0,0.0,,
AFR,BFA,2019-05-13,2019,20,14.0,0.0,0.0,,
AFR,BFA,2019-05-20,2019,21,4.0,0.0,0.0,,
AFR,BFA,2019-05-27,2019,22,10.0,0.0,0.0,,
AFR,BFA,2019-06-03,2019,23,5.0,0.0,0.0,,
AFR,BFA,2019-06-10,2019,24,3.0,0.0,0.0,,
AFR,BFA,2019-06-17,2019,25,3.0,0.0,0.0,,
AFR,BFA,2019-06-24,2019,26,4.0,0.0,0.0,,
AFR,BFA,2019-07-01,2019,27,7.0,0.0,0.0,,
AFR,BFA,2019-07-08,2019,28,11.0,0.0,0.0,,
AFR,BFA,2019-07-15,2019,29,10.0,0.0,0.0,,
AFR,BFA,2019-07-22,2019,30,14.0,0.0,0.0,,
AFR,BFA,2019-07-29,2019,31,4.0,0.0,0.0,,
AFR,BFA,2019-08-05,2019,32,5.0,0.0,0.0,,
AFR,BFA,2019-08-12,2019,33,13.0,0.0,0.0,,
AFR,BFA,2019-08-19,2019,34,9.0,0.0,0.0,,
AFR,BFA,2019-08-26,2019,35,16.0,3.0,0.0,3.0,
AFR,BFA,2019-09-02,2019,36,6.0,0.0,0.0,,
AFR,BFA,2019-09-09,2019,37,11.0,8.0,0.0,8.0,
AFR,BFA,2019-09-16,2019,38,6.0,1.0,0.0,1.0,
AFR,BFA,2019-09-23,2019,39,0.0,0.0,0.0,,
AFR,BFA,2019-09-30,2019,40,7.0,1.0,0.0,1.0,
AFR,BFA,2019-10-07,2019,41,1.0,1.0,0.0,1.0,
AFR,BFA,2019-10-14,2019,42,3.0,2.0,0.0,2.0,
AFR,BFA,2019-10-21,2019,43,3.0,3.0,0.0,3.0,
AFR,BFA,2019-10-28,2019,44,3.0,0.0,0.0,,
AFR,BFA,2019-11-04,2019,45,4.0,2.0,1.0,3.0,
AFR,BFA,2019-11-11,2019,46,9.0,3.0,0.0,3.0,
AFR,BFA,2019-11-18,2019,47,0.0,0.0,0.0,,
AFR,BFA,2019-11-25,2019,48,0.0,0.0,0.0,,
AFR,BFA,2019-12-02,2019,49,4.0,0.0,0.0,,
AFR,BFA,2019-12-09,2019,50,8.0,2.0,1.0,3.0,
AFR,BFA,2019-12-16,2019,51,8.0,1.0,1.0,2.0,
AFR,BFA,2019-12-23,2019,52,3.0,0.0,1.0,1.0,
AFR,BFA,2019-12-30,2020,1,4.0,0.0,1.0,1.0,
AFR,BFA,2020-01-06,2020,2,5.0,0.0,1.0,1.0,
AFR,BFA,2020-01-13,2020,3,1.0,0.0,0.0,,
AFR,BFA,2020-01-20,2020,4,6.0,2.0,1.0,3.0,
AFR,BFA,2020-01-27,2020,5,3.0,0.0,0.0,,
AFR,BFA,2020-02-03,2020,6,14.0,2.0,4.0,6.0,
AFR,BFA,2020-02-10,2020,7,11.0,4.0,0.0,4.0,
AFR,BFA,2020-02-17,2020,8,6.0,1.0,3.0,4.0,
AFR,BFA,2020-02-24,2020,9,5.0,0.0,0.0,,
AFR,BFA,2020-03-02,2020,10,2.0,0.0,0.0,,
AFR,BFA,2020-03-09,2020,11,4.0,0.0,0.0,,
AFR,BFA,2020-03-16,2020,12,0.0,0.0,0.0,,
AFR,BFA,2020-03-23,2020,13,0.0,0.0,0.0,,
AFR,BFA,2020-03-30,2020,14,0.0,0.0,0.0,,
AFR,BFA,2020-04-06,2020,15,0.0,0.0,0.0,,
AFR,BFA,2020-04-13,2020,16,0.0,0.0,0.0,,
AFR,BFA,2020-04-20,2020,17,0.0,0.0,0.0,,
AFR,BFA,2020-04-27,2020,18,0.0,0.0,0.0,,
AFR,BFA,2020-05-04,2020,19,0.0,0.0,0.0,,
AFR,BFA,2020-05-11,2020,20,0.0,0.0,0.0,,
AFR,BFA,2020-05-18,2020,21,0.0,0.0,0.0,,
AFR,BFA,2020-05-25,2020,22,2.0,0.0,0.0,,
AFR,BFA,2020-06-01,2020,23,1.0,0.0,0.0,,
AFR,BFA,2020-06-08,2020,24,9.0,0.0,0.0,,
AFR,BFA,2020-06-15,2020,25,7.0,0.0,0.0,,
AFR,BFA,2020-06-22,2020,26,8.0,0.0,0.0,,
AFR,BFA,2020-06-29,2020,27,7.0,0.0,0.0,,
AFR,BFA,2020-07-06,2020,28,7.0,0.0,0.0,,
AFR,BFA,2020-07-13,2020,29,5.0,0.0,0.0,,
AFR,BFA,2020-07-20,2020,30,3.0,0.0,0.0,,
AFR,BFA,2020-07-27,2020,31,2.0,0.0,0.0,,
AFR,BFA,2020-08-03,2020,32,3.0,0.0,0.0,,
AFR,BFA,2020-08-10,2020,33,7.0,0.0,0.0,,
AFR,BFA,2020-08-17,2020,34,13.0,0.0,0.0,,
AFR,BFA,2020-08-24,2020,35,7.0,0.0,0.0,,
AFR,BFA,2020-08-31,2020,36,3.0,0.0,0.0,,
AFR,BFA,2020-09-07,2020,37,13.0,0.0,0.0,,
AFR,BFA,2020-09-14,2020,38,6.0,0.0,1.0,1.0,
AFR,BFA,2020-09-21,2020,39,10.0,2.0,1.0,3.0,
AFR,BFA,2020-09-28,2020,40,7.0,0.0,1.0,1.0,
AFR,BFA,2020-10-05,2020,41,10.0,2.0,1.0,3.0,
AFR,BFA,2020-10-12,2020,42,12.0,2.0,0.0,2.0,
AFR,BFA,2020-10-19,2020,43,18.0,2.0,4.0,6.0,
AFR,BFA,2020-10-26,2020,44,11.0,1.0,0.0,1.0,
AFR,BFA,2020-11-02,2020,45,7.0,1.0,0.0,1.0,
AFR,BFA,2020-11-09,2020,46,8.0,1.0,1.0,2.0,
AFR,BFA,2020-11-16,2020,47,10.0,1.0,0.0,1.0,
AFR,BFA,2020-11-23,2020,48,7.0,0.0,0.0,,
AFR,BFA,2020-11-30,2020,49,7.0,0.0,0.0,,
AFR,BFA,2020-12-07,2020,50,3.0,0.0,0.0,,
AFR,BFA,2020-12-14,2020,51,0.0,0.0,0.0,,
AFR,BFA,2020-12-21,2020,52,3.0,1.0,0.0,1.0,
AFR,BFA,2021-01-04,2021,1,2.0,1.0,0.0,1.0,
AFR,BFA,2021-01-11,2021,2,7.0,0.0,0.0,,
AFR,BFA,2021-01-18,2021,3,10.0,0.0,0.0,,
AFR,BFA,2021-01-25,2021,4,3.0,0.0,0.0,,
AFR,BFA,2021-02-01,2021,5,11.0,0.0,0.0,,
AFR,BFA,2021-02-08,2021,6,6.0,0.0,0.0,,
AFR,BFA,2021-02-15,2021,7,9.0,0.0,0.0,,
AFR,BFA,2021-02-22,2021,8,2.0,0.0,0.0,,
AFR,BFA,2021-03-01,2021,9,9.0,0.0,0.0,,
AFR,BFA,2021-03-08,2021,10,23.0,3.0,0.0,3.0,
AFR,BFA,2021-03-15,2021,11,8.0,1.0,0.0,1.0,
AFR,BFA,2021-03-22,2021,12,0.0,0.0,0.0,,
AFR,BFA,2021-03-29,2021,13,1.0,0.0,0.0,,
AFR,BFA,2021-04-05,2021,14,11.0,1.0,0.0,1.0,
AFR,BFA,2021-04-12,2021,15,3.0,0.0,0.0,,
AFR,BFA,2021-04-19,2021,16,7.0,2.0,0.0,2.0,
AFR,BFA,2021-04-26,2021,17,3.0,0.0,0.0,,
AFR,BFA,2021-05-03,2021,18,7.0,0.0,0.0,,
AFR,BFA,2021-05-10,2021,19,3.0,0.0,0.0,,
AFR,BFA,2021-05-17,2021,20,4.0,0.0,0.0,,
AFR,BFA,2021-05-24,2021,21,3.0,0.0,0.0,,
AFR,BFA,2021-05-31,2021,22,2.0,0.0,0.0,,
AFR,BFA,2021-06-07,2021,23,6.0,0.0,0.0,,
AFR,BFA,2021-06-14,2021,24,2.0,0.0,0.0,,
AFR,BFA,2021-06-21,2021,25,15.0,0.0,0.0,,
AFR,BFA,2021-06-28,2021,26,3.0,0.0,0.0,,
AFR,BFA,2021-07-05,2021,27,4.0,0.0,0.0,,
AFR,BFA,2021-07-12,2021,28,3.0,0.0,0.0,,
AFR,BFA,2021-07-19,2021,29,1.0,0.0,0.0,,
AFR,BFA,2021-07-26,2021,30,2.0,0.0,0.0,,
AFR,BFA,2021-08-02,2021,31,1.0,0.0,0.0,,
AFR,BFA,2021-08-09,2021,32,2.0,0.0,0.0,,
AFR,BFA,2021-08-16,2021,33,0.0,0.0,0.0,,
AFR,BFA,2021-08-23,2021,34,10.0,1.0,0.0,1.0,
AFR,BFA,2021-08-30,2021,35,22.0,2.0,0.0,2.0,
AFR,BFA,2021-09-06,2021,36,25.0,7.0,0.0,7.0,
AFR,BFA,2021-09-13,2021,37,15.0,3.0,0.0,3.0,
AFR,BFA,2021-09-20,2021,38,20.0,6.0,0.0,6.0,
AFR,BFA,2021-09-27,2021,39,17.0,2.0,0.0,2.0,
AFR,BFA,2021-10-04,2021,40,9.0,0.0,0.0,,
AFR,BFA,2021-10-11,2021,41,29.0,1.0,0.0,1.0,
AFR,BFA,2021-10-18,2021,42,27.0,0.0,1.0,1.0,
AFR,BFA,2021-10-25,2021,43,8.0,2.0,3.0,5.0,
AFR,BFA,2021-11-01,2021,44,10.0,1.0,2.0,3.0,
AFR,BFA,2021-11-08,2021,45,8.0,1.0,3.0,4.0,
AFR,BFA,2021-11-15,2021,46,20.0,8.0,0.0,8.0,
AFR,BFA,2021-11-22,2021,47,14.0,3.0,0.0,3.0,
AFR,BFA,2021-11-29,2021,48,5.0,,0.0,,
AFR,BFA,2021-12-06,2021,49,2.0,,0.0,,
AFR,BFA,2022-01-03,2022,1,4.0,0.0,0.0,,
AFR,BFA,2022-01-10,2022,2,8.0,1.0,0.0,1.0,
AFR,BFA,2022-01-17,2022,3,9.0,0.0,0.0,,
AFR,BFA,2022-01-24,2022,4,3.0,0.0,0.0,,
AFR,BFA,2022-01-31,2022,5,6.0,0.0,0.0,,
AFR,BFA,2022-02-07,2022,6,6.0,1.0,0.0,1.0,
AFR,BFA,2022-02-14,2022,7,7.0,0.0,0.0,,
AFR,BFA,2022-02-21,2022,8,7.0,1.0,0.0,1.0,
AFR,BFA,2022-02-28,2022,9,7.0,1.0,0.0,1.0,
AFR,BFA,2022-03-07,2022,10,6.0,1.0,0.0,1.0,
AFR,BFA,2022-03-14,2022,11,14.0,0.0,0.0,,
AFR,BFA,2022-03-21,2022,12,7.0,0.0,0.0,,
AFR,BFA,2022-03-28,2022,13,4.0,0.0,0.0,,
AFR,BFA,2022-04-04,2022,14,9.0,1.0,0.0,1.0,
AFR,BFA,2022-04-11,2022,15,5.0,0.0,0.0,,
AFR,BFA,2022-04-18,2022,16,4.0,1.0,0.0,1.0,
AFR,BFA,2022-04-25,2022,17,0.0,0.0,0.0,,
AFR,BFA,2022-05-02,2022,18,7.0,0.0,0.0,,
AFR,BFA,2022-05-09,2022,19,2.0,0.0,0.0,,
AFR,BFA,2022-05-16,2022,20,4.0,0.0,0.0,,
AFR,BFA,2022-05-23,2022,21,1.0,,0.0,,
AFR,BFA,2022-05-30,2022,22,3.0,1.0,0.0,1.0,
AFR,BFA,2022-06-06,2022,23,1.0,,0.0,,
AFR,BFA,2022-06-13,2022,24,3.0,,0.0,,
AFR,BFA,2022-06-20,2022,25,10.0,1.0,0.0,1.0,
AFR,BFA,2022-06-27,2022,26,4.0,1.0,0.0,1.0,
AFR,BFA,2022-07-04,2022,27,20.0,4.0,0.0,4.0,
AFR,BFA,2022-07-11,2022,28,4.0,1.0,0.0,1.0,
AFR,BFA,2022-07-18,2022,29,0.0,,0.0,,
AFR,BFA,2022-07-25,2022,30,3.0,,0.0,,
AFR,BFA,2022-08-01,2022,31,3.0,,0.0,,
AFR,BFA,2022-08-08,2022,32,6.0,6.0,0.0,6.0,
AFR,BFA,2022-08-15,2022,33,6.0,3.0,1.0,4.0,
AFR,BFA,2022-08-22,2022,34,3.0,2.0,0.0,2.0,
AFR,BFA,2022-08-29,2022,35,12.0,4.0,0.0,4.0,
AFR,BFA,2022-09-05,2022,36,9.0,,0.0,,
AFR,BFA,2022-09-12,2022,37,24.0,4.0,2.0,6.0,
AFR,BFA,2022-09-19,2022,38,21.0,,0.0,,
AFR,BFA,2022-09-26,2022,39,22.0,2.0,2.0,4.0,
AFR,BFA,2022-10-03,2022,40,25.0,,2.0,2.0,
AFR,BFA,2022-10-10,2022,41,31.0,2.0,2.0,4.0,
AFR,BFA,2022-10-17,2022,42,29.0,1.0,3.0,4.0,
AFR,BFA,2022-10-24,2022,43,26.0,,4.0,4.0,
AFR,BFA,2022-10-31,2022,44,24.0,,0.0,,
AFR,BFA,2022-11-07,2022,45,30.0,,0.0,,
AFR,BFA,2022-11-14,2022,46,29.0,,3.0,3.0,
AFR,BFA,2022-11-21,2022,47,33.0,,0.0,,
AFR,BFA,2022-11-28,2022,48,37.0,,4.0,4.0,
AFR,BFA,2022-12-05,2022,49,32.0,,3.0,3.0,
AFR,BFA,2022-12-12,2022,50,30.0,,3.0,3.0,
AFR,BFA,2022-12-19,2022,51,43.0,,2.0,2.0,
